WfdName;Module Name;Object Name;Object Type;First Used in;Found Count
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.Clients.Value.UnoccupiedResFurnished;Variable;FormControls.UnoccupiedResFurnished FormControl 1;1
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.Clients.Value.UnoccupiedResDemolition;Variable;FormControls.UnoccupiedResDemolition FormControl 1;1
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.Clients.Value.UnoccupiedResReason;Variable;FormControls.UnoccupiedResReason FormControl 1;1
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.Clients.Value.UnoccupiedResWorksMinor;Variable;FormControls.UnoccupiedResWorksMinor FormControl 1;1
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.Clients.Value.UnoccupiedResWorksMajor;Variable;FormControls.UnoccupiedResWorksMajor FormControl 1;1
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.Clients.Value.UnoccupiedResWorksConversion;Variable;FormControls.UnoccupiedResWorksConversion FormControl 1;1
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.Clients.Value.UnoccupiedResWorksDetails;Variable;Flows.RowSet 32.Cell 1Flow;1
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.Clients.Value.UnoccupiedResWorksStarted;Variable;FormControls.UnoccupiedResWorksStarted FormControl 1;1
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.Clients.Value.UnoccupiedResWorksStartDate;Variable;Flows.RowSet 35.Cell 2Flow;1
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.Clients.Value.UnoccupiedResWorksFinishDate;Variable;Flows.RowSet 36.Cell 2Flow;1
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.Clients.Value.UnoccupiedResLetAfterWorks;Variable;FormControls.UnoccupiedResLetAfterWorks FormControl 1;1
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.Clients.Value.CoverageBuildings;Variable;Flows.RowSet 41.Cell 2Flow;1
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.Clients.Value.CoverageMortgageComp;Variable;Flows.RowSet 42.Cell 2Flow;1
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.Clients.Value.CoverageContents;Variable;Flows.RowSet 44.Cell 2Flow;1
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.Clients.Value.InsuranceStartDate;Variable;Flows.RowSet 45.Cell 2Flow;1
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.Clients.Value.SecurityBedsits;Variable;FormControls.SecurityBedsits FormControl 1;1
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.Clients.Value.SecurityBedsitCount;Variable;Flows.RowSet 47.Cell 2Flow;1
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.Clients.Value.SecurityResidenceLocation;Variable;FormControls.SecurityResidenceLocation FormControl 1;1
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.Clients.Value.SecurityProperLocks;Variable;FormControls.SecurityProperLocks FormControl 1;1
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.Clients.Value.SecurityUnlockedReason;Variable;Flows.RowSet 53.Cell 2Flow;1
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.Clients.Value.SecurityIntruderAlarm;Variable;FormControls.SecurityIntruderAlarm FormControl 1;1
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.Clients.Value.SecurityFireAlarm;Variable;FormControls.SecurityFireAlarm FormControl 1;1
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.SystemVariable.Overflow;Variable;Pages.Page 1;2
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.MultiNumberingVariable 1;Variable;Data.MultiNumberingVariable 2;6
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.MultiNumberingVariable 2;Variable;Data.MultiNumberingVariable 3;4
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.MultiNumberingVariable 3;Variable;Flows.MultiNumberingFlow 3;2
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.NumberingVariable-NumberedHeading;Variable;Flows.NumberingFlow-NumberedHeading;2
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.NumberingVariable;Variable;Flows.NumberingFlow;3
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.NumberingVariable-RomanNumberedList;Variable;Flows.NumberingFlow-RomanNumberedList;3
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.NumberingVariable-IndexedList;Variable;Flows.NumberingFlow-IndexedList;3
vcs://Interactive/Vital/BaseTemplates/Homeowner Application Base Template.wfd;DocumentLayout;Data.DocuSignSignHereSigner1;Variable;FormControls.DocuSignSignHereSigner1;2
vcs://Interactive/Vital/BaseTemplates/ResponsiveEmail_BaseTemplate.wfd;DocumentLayout;Data.Clients.Value.Language;Variable;Data;1
vcs://Interactive/Vital/BaseTemplates/ResponsiveEmail_BaseTemplate.wfd;DocumentLayout;Data.SystemVariable.True;Variable;Pages;1
vcs://Interactive/Vital/BaseTemplates/ResponsiveEmail_BaseTemplate.wfd;DocumentLayout;Data.Notification Title;Variable;Pages;2
vcs://Interactive/Vital/BaseTemplates/ResponsiveEmail_BaseTemplate.wfd;DocumentLayout;Data.Notification Short Message;Variable;Pages;2
vcs://Interactive/Vital/BaseTemplates/ResponsiveEmail_BaseTemplate.wfd;DocumentLayout;Data.Notification Long Message;Variable;Pages;2
vcs://Interactive/Vital/BaseTemplates/ResponsiveEmail_BaseTemplate.wfd;DocumentLayout;Data.Sheet name 91;Variable;Pages;1
vcs://Interactive/Vital/BaseTemplates/ResponsiveEmail_BaseTemplate.wfd;DocumentLayout;Data.II_LocalVariables_nHSqCY7e2I.Calculated.EmailFrom;Variable;Pages;1
vcs://Interactive/Vital/BaseTemplates/ResponsiveEmail_BaseTemplate.wfd;DocumentLayout;Data.II_LocalVariables_nHSqCY7e2I.Calculated.EmailFromName;Variable;Pages;1
vcs://Interactive/Vital/BaseTemplates/ResponsiveEmail_BaseTemplate.wfd;DocumentLayout;Data.II_LocalVariables_nHSqCY7e2I.Calculated.EmailSubject;Variable;Pages;1
vcs://Interactive/Vital/BaseTemplates/ResponsiveEmail_BaseTemplate.wfd;DocumentLayout;Data.II_LocalVariables_nHSqCY7e2I.Calculated.EmailTo;Variable;Pages;1
vcs://Interactive/Vital/BaseTemplates/ResponsiveEmail_BaseTemplate.wfd;DocumentLayout;Data.NumberingVariable;Variable;Flows.NumberingFlow;3
vcs://Interactive/Vital/BaseTemplates/ResponsiveEmail_BaseTemplate.wfd;DocumentLayout;Data.MultiNumberingVariable 1;Variable;Data.MultiNumberingVariable 2;6
vcs://Interactive/Vital/BaseTemplates/ResponsiveEmail_BaseTemplate.wfd;DocumentLayout;Data.MultiNumberingVariable 2;Variable;Data.MultiNumberingVariable 3;4
vcs://Interactive/Vital/BaseTemplates/ResponsiveEmail_BaseTemplate.wfd;DocumentLayout;Data.MultiNumberingVariable 3;Variable;Flows.MultiNumberingFlow 3;2
vcs://Interactive/Vital/BaseTemplates/ResponsiveEmail_BaseTemplate.wfd;DocumentLayout;Data.DocuSignSignHereSigner1;Variable;FormControls.DocuSignSignHereSigner1;2
vcs://Interactive/Vital/BaseTemplates/ResponsiveEmail_BaseTemplate.wfd;TemplateMerger1;Data.Groups.Value.Smartwatch Content.LengthCheck;Variable;Texts.Text 1;1
vcs://Interactive/Vital/BaseTemplates/ResponsiveEmail_BaseTemplate.wfd;TemplateMerger1;Data.Groups.Value.SheetName87;Variable;Output;1
vcs://Interactive/Vital/BaseTemplates/ResponsiveEmail_BaseTemplate.wfd;TemplateMerger1;Data.Groups.Value.Notification Title;Variable;Output;1
vcs://Interactive/Vital/BaseTemplates/ResponsiveEmail_BaseTemplate.wfd;TemplateMerger1;Data.Groups.Value.Notification Short Message;Variable;Output;1
vcs://Interactive/Vital/BaseTemplates/ResponsiveEmail_BaseTemplate.wfd;TemplateMerger1;Data.Groups.Value.SheetName91;Variable;Output;1
vcs://Interactive/Vital/BaseTemplates/ResponsiveEmail_BaseTemplate.wfd;TemplateMerger1;Data.Groups.Value.SheetName100;Variable;Output;1
vcs://Interactive/Vital/BaseTemplates/ResponsiveEmail_BaseTemplate.wfd;TemplateMerger1;Data.Groups.Value.Notification Long Message;Variable;Output;1
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.Clients.Value.Skin;Variable;Data;1
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.Clients.Value.Language;Variable;Data;1
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.Clients.Value.Plan;Variable;Flows.RowSet 2.Cell 2Flow;1
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.Clients.Value.ClaimID;Variable;Flows.RowSet 5.Cell 2Flow;2
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.Clients.Value.IncidentDate;Variable;Flows.RowSet 9 3.Cell 2Flow;1
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.Clients.Value.PolicyNr;Variable;Flows.RowSet 3.Cell 2Flow;1
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.Clients.Value.LocalOfficePhone;Variable;Flows.RowSet 7.Cell 1Flow;1
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.Clients.Value.Mileage;Variable;Flows.RowSet 9 2.Cell 2Flow;1
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.Clients.Value.Recipients.Value.RecipientId;Variable;Data;1
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.Clients.Value.DeliveryType;Variable;Data;1
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.Clients.Value.Offices.Value.LocalOfficeCity;Variable;Data;1
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.Clients.Value.NameSurname;Variable;Flows.RowSet 4.Cell 2Flow;1
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.Clients.Value.CurrentDate;Variable;Flows.Flow49;1
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.Employees.Value.EmplName;Variable;Data.Employees.Value.EmplName;2
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.Employees.Value.EmplId;Variable;Data.Employees.Value.EmplId;2
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.SystemVariable.PageCounter;Variable;Flows.Flow50;2
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.SystemVariable.Overflow;Variable;Pages.Page 1;2
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.SystemVariable.PagesPerRecord;Variable;Flows.Flow50;2
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.ProductionAttribute_OutputChannels;Variable;Pages;1
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.MultiNumberingVariable 1;Variable;Data.MultiNumberingVariable 2;6
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.MultiNumberingVariable 2;Variable;Data.MultiNumberingVariable 3;4
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.MultiNumberingVariable 3;Variable;Flows.MultiNumberingFlow 3;2
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.NumberingVariable-NumberedHeading;Variable;Flows.NumberingFlow-NumberedHeading;2
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.NumberingVariable;Variable;Flows.NumberingFlow;3
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.NumberingVariable-RomanNumberedList;Variable;Flows.NumberingFlow-RomanNumberedList;3
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.NumberingVariable-IndexedList;Variable;Flows.NumberingFlow-IndexedList;3
vcs://Interactive/Vital/BaseTemplates/Vital Notification of Response to Claim.wfd;DocumentLayout;Data.DocuSignSignHereSigner1;Variable;FormControls.DocuSignSignHereSigner1;2
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.Clients.Value.Skin;Variable;Data;1
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.Clients.Value.Gender;Variable;Flows.Flow47;1
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.Clients.Value.Language;Variable;Data;1
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.Clients.Value.Street;Variable;Flows.Flow47;1
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.Clients.Value.City;Variable;Flows.Flow47;1
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.Clients.Value.Zip;Variable;Flows.Flow47;1
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.Clients.Value.StateAbbreviation;Variable;Flows.Flow47;1
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.Clients.Value.Plan;Variable;Flows.RowSet 2.Cell 2Flow 1;1
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.Clients.Value.PolicyNr;Variable;Flows.RowSet 3.Cell 2Flow 1;1
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.Clients.Value.TitleNameSurname;Variable;Flows.Flow47;1
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.Clients.Value.NameSurname;Variable;Flows.RowSet 4.Cell 2Flow;1
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.Clients.Value.CurrentDate;Variable;Flows.Flow48;1
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.Employees.Value.EmplName;Variable;Data.Employees.Value.EmplName;2
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.Employees.Value.EmplId;Variable;Data.Employees.Value.EmplId;2
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.SystemVariable.PageCounter;Variable;Flows.Flow49;2
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.SystemVariable.Overflow;Variable;Pages.Page 1;2
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.SystemVariable.PagesPerRecord;Variable;Flows.Flow49;2
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.NumberingVariable-IndexedList;Variable;Flows.NumberingFlow-IndexedList;3
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.NumberingVariable-RomanNumberedList;Variable;Flows.NumberingFlow-RomanNumberedList;3
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.NumberingVariable-NumberedHeading;Variable;Flows.NumberingFlow-NumberedHeading;2
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.NumberingVariable;Variable;Flows.NumberingFlow;3
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.ProductionAttribute_OutputChannels;Variable;Pages;1
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.MultiNumberingVariable 1;Variable;Data.MultiNumberingVariable 2;6
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.MultiNumberingVariable 2;Variable;Data.MultiNumberingVariable 3;4
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.MultiNumberingVariable 3;Variable;Flows.MultiNumberingFlow 3;2
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyBaseTemplate.wfd;DocumentLayout;Data.DocuSignSignHereSigner1;Variable;FormControls.DocuSignSignHereSigner1;2
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyEndorsementBaseTemplate.wfd;DocumentLayout;Data.SystemVariable.PageCounter;Variable;Flows.Flow37;2
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyEndorsementBaseTemplate.wfd;DocumentLayout;Data.SystemVariable.Overflow;Variable;Pages.Page 1;2
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyEndorsementBaseTemplate.wfd;DocumentLayout;Data.SystemVariable.PagesPerRecord;Variable;Flows.Flow37;2
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyEndorsementBaseTemplate.wfd;DocumentLayout;Data.NumberingVariable;Variable;Flows.NumberingFlow;3
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyEndorsementBaseTemplate.wfd;DocumentLayout;Data.NumberingVariable-IndexedList;Variable;Flows.NumberingFlow-IndexedList;3
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyEndorsementBaseTemplate.wfd;DocumentLayout;Data.NumberingVariable-RomanNumberedList;Variable;Flows.NumberingFlow-RomanNumberedList;3
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyEndorsementBaseTemplate.wfd;DocumentLayout;Data.NumberingVariable-NumberedHeading;Variable;Flows.NumberingFlow-NumberedHeading;2
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyEndorsementBaseTemplate.wfd;DocumentLayout;Data.MultiNumberingVariable 1;Variable;Data.MultiNumberingVariable 2;6
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyEndorsementBaseTemplate.wfd;DocumentLayout;Data.MultiNumberingVariable 2;Variable;Data.MultiNumberingVariable 3;4
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyEndorsementBaseTemplate.wfd;DocumentLayout;Data.MultiNumberingVariable 3;Variable;Flows.MultiNumberingFlow 3;2
vcs://Interactive/Vital/BaseTemplates/Vital_AutoPolicyEndorsementBaseTemplate.wfd;DocumentLayout;Data.DocuSignSignHereSigner1;Variable;FormControls.DocuSignSignHereSigner1;2
vcs://Interactive/Vital/BaseTemplates/Vital_BlankCustomerCareBaseTemplate.wfd;DocumentLayout;Data.Clients.Value.Skin;Variable;Data;1
vcs://Interactive/Vital/BaseTemplates/Vital_BlankCustomerCareBaseTemplate.wfd;DocumentLayout;Data.Clients.Value.Language;Variable;Data;1
vcs://Interactive/Vital/BaseTemplates/Vital_BlankCustomerCareBaseTemplate.wfd;DocumentLayout;Data.Employees.Value.EmplName;Variable;Data.Employees.Value.EmplName;2
vcs://Interactive/Vital/BaseTemplates/Vital_BlankCustomerCareBaseTemplate.wfd;DocumentLayout;Data.Employees.Value.EmplId;Variable;Data.Employees.Value.EmplId;2
vcs://Interactive/Vital/BaseTemplates/Vital_BlankCustomerCareBaseTemplate.wfd;DocumentLayout;Data.SystemVariable.PageCounter;Variable;Flows.Flow34;1
vcs://Interactive/Vital/BaseTemplates/Vital_BlankCustomerCareBaseTemplate.wfd;DocumentLayout;Data.SystemVariable.Overflow;Variable;Pages.Page 1;1
vcs://Interactive/Vital/BaseTemplates/Vital_BlankCustomerCareBaseTemplate.wfd;DocumentLayout;Data.SystemVariable.PagesPerRecord;Variable;Flows.Flow34;1
vcs://Interactive/Vital/BaseTemplates/Vital_BlankCustomerCareBaseTemplate.wfd;DocumentLayout;Data.ProductionAttribute_OutputChannels;Variable;Pages;1
vcs://Interactive/Vital/BaseTemplates/Vital_BlankCustomerCareBaseTemplate.wfd;DocumentLayout;Data.MultiNumberingVariable 1;Variable;Data.MultiNumberingVariable 2;6
vcs://Interactive/Vital/BaseTemplates/Vital_BlankCustomerCareBaseTemplate.wfd;DocumentLayout;Data.MultiNumberingVariable 2;Variable;Data.MultiNumberingVariable 3;4
vcs://Interactive/Vital/BaseTemplates/Vital_BlankCustomerCareBaseTemplate.wfd;DocumentLayout;Data.MultiNumberingVariable 3;Variable;Flows.MultiNumberingFlow 3;2
vcs://Interactive/Vital/BaseTemplates/Vital_BlankCustomerCareBaseTemplate.wfd;DocumentLayout;Data.NumberingVariable-NumberedHeading;Variable;Flows.NumberingFlow-NumberedHeading;2
vcs://Interactive/Vital/BaseTemplates/Vital_BlankCustomerCareBaseTemplate.wfd;DocumentLayout;Data.NumberingVariable;Variable;Flows.NumberingFlow;3
vcs://Interactive/Vital/BaseTemplates/Vital_BlankCustomerCareBaseTemplate.wfd;DocumentLayout;Data.NumberingVariable-RomanNumberedList;Variable;Flows.NumberingFlow-RomanNumberedList;3
vcs://Interactive/Vital/BaseTemplates/Vital_BlankCustomerCareBaseTemplate.wfd;DocumentLayout;Data.NumberingVariable-IndexedList;Variable;Flows.NumberingFlow-IndexedList;3
